review,sentiment
wow i love this movie  this is definitely added to my list of ghetto movies juice   starring tupac  i don t giva f     menace ii society   o dawg  i ll smoke anybody  i just don t giva f      new jersey drive   hey they steal cars in broad daylight they obviously don t giva f   new jersey drive is the best hood movie ever  it is at the top of the list  menace ii society is second  and juice is third  clockers is really stupid the soundtrack for new jersey drive is pwnage too mac mall   young lay   all about my fetti is heard through out the movie lords of the underground   burn rubber  another good song  and so is ill   al scratch   don t shut down on a playerif your a fan of gta sa you ll freaking love this movie  and the amazing soundtrack  the soundtrack is basically rap about stealing cars     sweetttt movie ,1
this film was made in      when i think judy was at her peak  looks wise   in her previous film for me and my gal people often say that she looks emaciated  well in this film she looks perfect  she is beautiful and shows that she has a flair for comedy i think this film is hilarious  especially at the beginning when she is trying to arrange an audition with john thornway  one of the funniest scene s in my opinion is judy s rendition of lady macbeth and when john is looking for her at the party to give her a spanking  lol  one criticism i do have is that there is a hole in the plot when john and lily fall in love  i mean one minute he despises her and the next they are going out on a date then the next time they meet after that date they are in love another point i didn t like was on opening night  if i were lily i would be furious with john but she isn t   it just doesn t make sense but all in all i would have to give this film a    because it is just wonderful and almost perfect ,1
the australian public and the australian film industry are often heard to complain that there are not enough great aussie films around  or that they are all the same well in this case this film is not a carbon copy of other australian films  it is unique   it will make you laugh out loud  it will make you cry and it will make you feel really good about yourself the casting of this film is superb and the acting is second to none  the script and the photography  colour light etc  is wonderful  but more important this is a great film  i don t want to talk about the plot as i think it is always best to see a film knowing as little about it as possible  suffice to say this film will appeal to a wide range of audiences  take your girlfriend  take your mum  take your friends   for a great evening out          ,1
i was disappointed with the sequel to the swan princess  i can see what they were trying to do with the story  show how married life was going for odette and derek but the story wasn t interesting enough to hold my attention and it seemed to cover the same bases as the original it isn t funny  the only bit i found humorous was when jean bob was turned into a prince and then back into a frog and no one saw it happen and he was trying to convince them that it really did the villain is rubbish and the animation isn t as impressive as the first film the queen is a very irritating character and instead of cheering with derek to rescue his mother  you re hoping that the villain puts a spell on her voice box to stop her talking it is a shame because i really liked the first movie but it didn t live up to my expectations ,0
i always loved this film  the music story and the action  i especially love the opening and closing of the film  the music stayed with me throughout the years  the wwi plane battles were great and the comedy is typical blake edwards  slaptick is his forte  after all  julie s singing is amazing and keeps me glued to the screen  the sets and the scenes are wonderful  the characters are appealing  i loved the scene with the wounded soldiers and julie s singing to them  i wish she sang to me in vietnam  i also enjoyed the old cars from the period and the wwi music i was glad when the dvd arrived  now i can whistle in the dark watching it again and again ,1
eight legged freaks is a modern monster movie  like a remake of any of the old  attack of the giant  insert animal here   movies of the   s    s and   s  or rather  it should have been more like a remake of the  instead of what is was  so  how is a monster movie done in the year       well  from the typical opening with some chemical making the spiders grow to huge proportions  they mix movies like gremlins  jurassic park  starship troopers and flavor it with some parody like scary movie  gremlins is probably the best comparison  but eight legged freaks was so full of parodies and stupid jokes that it was sometimes more like scary movie  it was way too much  at least if you re looking for a monster movie and not just another parody movie filled with jokes for a movie like this you don t expect much of the acting  and that is just the way it was  the story though was extremely thin  with just a bunch of loosely connected events to show off some action mixed with all of the jokes  leading up to an easily spotted and corny ending i rate eight legged freaks a       and that includes the fact that the special effects where pretty good and that the noises the spiders made where hilarious ,0
i was aware of rohmer s admiration for the late works of the ones he considered like great cineasts  and that normal spectators generally considered as artistic failures  as renoir s or chaplin s very last movies   yes  the  politique des auteurs  also has its dark side   but with  les amours d astr e et de c ladon   it s as if rohmer himself wanted  for what may be his last movie  to perpetuate this tradition of great directors  who made a last senile movie  by adapting urf  s  l astr e   with ridiculous aesthetic codes  witch just look like a parody of rosselini s last movies  the ones he made for tv from descartes or marx s lives  in his version of  perceval   rohmer refused to film real landscapes in order to give a re transcription of what may have been a middle age classical representation of things  the director apparently changed his mind when the xvii century is involved  and films actors  dressed like      s peasants reciting their antic text surrounded by contemporary trees and landscapes  but the all thing looks even more ridiculous than luchini and its fake trees  it s not that the story itself is stupid  but the way rohmer mixes naturalism with artifices seems so childish and amateurism that it rapidly becomes involuntarily funny  and i m not even talking about the irritating pronunciation of the actors  the annoying and sad humorist tries by rodolphe pauly  the ridiculous soft erotic tone  the poor musical tentatives  or the strange fascination for trasvestisment   the radical aesthetic of the film ultimately makes it looks like a joke  which mixes a soft erotic movie made for tv with theological scholastic discussions  sic     at the beginning of the movie  rohmer teaches us that the original french region of the story is now disfigured by modernity  and that s why he had to film  l astr e  in other parts of the country  however  i m sure the movie would have look more modern and interesting  if rohmer would have actually still filmed the same story in a modern area with same narrative codes and artistically decisions  this film may interest a few historians  but most of the cinephiles may laugh at this last and sad rohmer s movie ,0
richard norton really lights the screen up in this portland  oregon based martial arts masterpiece  norton  an aussie heartthrob  plays the evil mr  milverstead who runs a successful import export business both smuggling arms and participating in the female flesh trade  usually the women are plucked from his favorite dance club with the help of a squad of goons the most well known of who is bolo yeung  playing the role of ice  trouble comes for milverstead when a new cop in town john kim  britton lee  is out to avenge his dead partners murder at the hand of milverstead s organization  if you have time to see only one martial arts movie this year  don t miss this classic ,1
previous commentator steve richmond stated that a walk on the moon is  in his words  not worth your      i ended up paying a bit more than that to import what is one of the worst quality dvds i have yet seen  of this film or any film in existence  even when you ignore the fact that the dvd is clearly sourced from an interlaced master and just plain nasty to watch in motion  the film has no redeeming qualities  save anna s presence  to make watching a top quality blu ray transfer worthwhile  not that this is any fault of the other actors  liev schreiber  diane lane  tovah feldshuh  and viggo mortensen all score high on the relative to anna paquin acting ability chart  far more so than holly hunter or sam neill did in spite of an equally lousy script  anyway  director tony goldwyn s resume is nothing to crow about  but pamela gray s resume includes wes craven s most dramatic excursions outside of the horror or slasher genre  so one could be forgiven for thinking this is a case of bad direction as i have indicated already  the sole reason i watched this film is anna paquin  in her acting debut  she literally acted veterans of the industry with a minimum of twelve years  experience above hers under the table  while she is not as far ahead of her castmates here  her performance as a girl that starts the piece as a brat and grows into a woman whose world is crashing down around her proves her oscar was no fluke  for some time i have been stating to friends that she would be the best choice to portray the heroine of my second complete novel  and a dialogue seventy three minutes into this film is yet another demonstration of why  this woman could literally act the paint off walls  anna aside  only liev schreiber comes close to eliciting any sympathy from an audience  sure  his character spends the vast majority of the film neglecting a wife with an existential crisis  but he plays the angered reaction of a man who feels cheated brilliantly  i should know  even if it is not from the same circumstances here viggo mortensen also deserves credit for his portrayal of a travelling salesman  although perhaps not to the same extent  in a manner of speaking  he is the villain of the piece  but he successfully gives the character a third dimension  yes  his actions even after the whole thing explodes are underhanded  but not many men would act any differently in his situation  nobody wants to be the other man in this kind of messed up situation  so viggo deserves a lot of credit for giving it a try here  unfortunately  these are all participants in a story about a woman who feels trapped in a stagnant marriage where tovah feldshuh tells us that the mills and boon archetype of women being the only ones who feel life is passing by simply does not exist  either writer pamela gray or director tony goldwyn thought they could just put this line into the film without thinking of how the audience might receive it  anna even gets to speak the mind of the audience when she asks diane who she is to be lecturing anyone about responsibility that said  the film does have a couple of things besides anna going for it  mason daring s original music  while not standing out in any way  gives the film a certain feeling of being keyed into the time depicted that helps where the other elements do not  roger ebert is right when he points out that while liev is a great actor  putting him alongside viggo in the story of a woman forced to choose between her marriage and her fantasy is a big mistake  he is also very correct in that when the film lingers over scenes of lane and mortensen skinny dipping or mounting one another under a waterfall  it loses focus from being a story of a transgression and becomes soft porn  the film seems terminally confused about the position of its story  no matter how many times i rewatch liev s scenes  i cannot help but feel he has been shortchanged in the direction or editing  one does not have to make their leads particularly handsome or beautiful  but taking steps to make them the most interesting or developed characters in the piece would have gone a long way ebert also hits the nail right on the head when he says that every time he saw anna on the screen  he thought her character was where the real story lay  stories about the wife feeling neglected and running into the arms of a man who seems interesting or even dangerous are a dime a dozen  to such an extent now that even setting the story in parallel with an event as earth shattering as the moon landing will not help  in spite of feeling revulsion at the manner in which her character s story is presented  anna might as well be walking around with a neon sign above her head asking the audience if they would not prefer to see the whole thing through her eyes  while i am all too aware that it is difficult to control exactly which character your audience will find the most interesting from your cast  it is very much as if they did not bother to try with lane and schreiber  fans of these two would be well advised to look elsewhere  hopefully by now my ramblings about the respective performances will give some idea of where the whole thing went wrong i gave a walk on the moon a three out of ten  anna paquin earns it a bonus point with one of her best performances  and that is saying something  ,0
years ago a movie going friend and i went to see a horror film that we thought would be good because it starred john cassavetes  for the uninitiated  john cassavettes was an actor  screen writer and director  married to actress gena rowlands   nominated for oscars three times  who wrote and directed a variety of good low budget films using his income as an actor to keep himself afloat  up until seeing the incubus  we did not understand that john cassavetes income was made from any movie that was offered to him  had we known what the film was about before seeing it we may have avoided altogether  but we did not walk out  at the time  my friend and i jokingly indicated it was the worst movie ever made  now frankly  this is not true  i have seen many poorly made films on friday nights on cinemax  did i just say that out loud   that are far worse than the incubus  almost any movie starring brian bosworth is by definition a worse movie than the incubus  certainly santa claus conquers the martians is a worse movie than the incubus  however  i have since consistently used the incubus as a threshold below which i do not want to fall  when talking to this friend about a movie i may have seen i will always remark that it was better  or worse  than the incubus http   thevillagevideot blogspot com ,0
this came as a huge surprise for me  i had never heard of this movie when i first saw it  and the title really pointed towards something else than a great terrorist hostage situation at a high school  toy soldiers has the best from it s time period of the early    s  where action movies were light hearted and very enjoyable  the action is good  the plot is interesting and way over the top  the bad guy is a one dimensional hateful douchebag  which is great   louis gossett jr  is in it  it s simply a feel good movie which i thoroughly enjoyed you can t go wrong with this one if you like action  i give it a solid rating of      ,1
i couldn t believe it  i had to rub my eyes a few times  was it true  yes  there were billy dee williams  jeff conaway  maxwell caulfield and tracy scoggins   all of them have some manner of talent but here they all were in what basically adds up to a cinemax style skin flick set on board a spaceship sad as it is   alien intruder  tries to be unique  with a computer virus alien demon harpy whatever else you want to call her named ariel  scoggins  infiltrating this sort of high tech virtual reality station on board a spaceship where four men are allowed to live out their fantasies as the system is over seen by their captain  williams  interesting  maybe  but here everything just plays out like a well padded episode of  red shoe diaries   williams out classes everything right and left  and looks like he d rather be doing anything else  anywhere else  ah  the things people do for money    the fx are pretty static  maybe even less than what you d expect for a straight to video cheapie like this  unfortunately  even the female nudity is less than you d expect  sexual innuendo is the real star here and  of course  it gets all the best scenes if you like a movie that s all tease and no brains  check out  alien intruder   of course  you ll probably have to look no further than cinemax at   or   in the morning no stars  not even for what star power this flick can muster leave this one lost in space ,0
i was pretty young when this came out in the us  but i recorded it from tv and watched it over and over again until i had the whole thing memorized  to this day i still catch myself quoting it  the show itself was hilarious and had many famous characters  from frank sinatra  to sylvester stallone  to mr  t  the voices were great  and sounded just like the characters they were portraying  the puppets were also well done  although a little creepy  i was surprised to find out just recently that it was written by rob grant and doug naylor of red dwarf  a show that i also enjoy very much  like another person had written in a comment earlier  i too was robbed of this great show by a  friend  who borrowed it and never returned it  i sure wish there was enough demand for this show to warrant a dvd release  but i don t think enough people have heard of it  oh well  maybe i ll try e bay   ,1
this was a fabulous premise based on lots of factual history  but the serious lack of character development left us not really liking or caring about any of the characters  especially the musicologist  she did not get any sympathy  she seems like she deserved his own black cloud  the songs were great to a point  but became repetitive after a while ,0
this picture reminds me of a keneth more picture from      called the admirable crighton  whilst on the boat he was a servant and on the island he became the master and upon being saved reverted back to servant  madonna did ok in some movies however this one doesn t fire  if there is any picture that show madonna can t act it is this one i am not sure whether this was a subtle copy of  the admirable crighton  but it sure looks like it and if thats the case then hollywood must be running out of ideas and that is sad  to provide a platform for actors to improve their career profile and just on that this fails in every corner and detail the plot is loose and the acting is mediocre  the script should have been put thru the shredder before taking it on location  while many here have canned madoona for all her acting i think that in films like  a league of their own  was quite good and enjoyable and  who s that girl  showed a quirkiness of madonna s style not shown before or afterwards  other madonna films are not as enjoyable and i would have liked a to see a madonna animation series with the character from  who s that girl  i like the music from these two films however  swept away  remains at the bottom of the pile here and will remain so everyone has a bomb right ,0
years ago  i caught a fairly well made tv movie entitled  linda   it was made in       and starred stella stevens in the femme fatale title roll  imagine my surprise when  over ten years later  i once again saw the same story unfold on late night tv  however  it was this      version  starring virginia madsen  don t get me wrong  i can handle remakes  even obscure ones  but this badly written and poorly filmed retread made me feel sorry for both madsen and co star richard thomas  unlike the original  the dialogue here is cliched  making me wonder   why did they bother to re write it   second  the camera work is very heavy handed  and the the film stock is poor  at times i felt reminded of the student film competition at the beginning of christopher guest s  the big picture   finally  the cast looks either bored  madsen  or suffering  thomas   in fact  the only one who seems like he s really enjoying the work is ted mcginley  of course  with his perfectly coifed hair and capped teeth  he s really stretching himself from his previous work on  the love boat   bottom line  to borrow a critique from opus the penguin in bloom county  this movie does for film what jonestown did for kool aid  thomkat,0
this film is so unbelievable    the whole premise is bunkum  the fact that a serial killer  vampire or otherwise  could fly around untraced and kill as many people as the film implies is laughable  the vampire himself would not look out of place in a bela lugosi film  most of the acting is so wooden the actors should be treated for dry rot  i await the day when someone makes a decent film from a steven king novel  with the exception  possibly  of stand by me   this film suffers from what most stephen king films do   lack of money used for the  special  effects  poor actors  appalling characterisation and dialogue  this film is cheap  tacky and fails in everything it tries to do ,0
philo vance  william powell  helps solve multiple murders among the wealthy after a dog show usually i hate overly convoluted mysteries  like this  but i love this movie  it moves very quickly  only    minutes   is beautifully directed by michael curtiz  he uses tons of camera tricks that just speed the narrative along   has a very ingenious story line  including a solution to a locked room murder that was just incredible  and has a very good cast  powell is very suave and great as vance  he doesn t seem to be acting  he is vance  mary astor isn t given much to do but she adds class and beauty to the production  everybody else is very good too  but best of all is eugene pallette as detective heath  he s a very good actor with a very distinctive voice and some of his lines were hilarious basically  an excellent     s hollywood murder mystery  well worth seeing ,1
freebird is the perfect marriage of road trip comedy  gang caper   stoner  film and feel good british movie it is the brilliant lead characters that set this movie apart from other films in this genre  stars phil daniels  gary stretch and geoff bell have a great chemistry and make their characters hugely likable and realistic  the main story centres around their road trip from london to wales  and the adventures and mishaps that occur along the way  this small film also has a great heart   it is not just for bike fans  as it bases around the character s relationships with each other including dreams and regrets  such as gary stretch s fred longing for the family he left behind  the cinematography is also great   a love letter to the welsh countryside as well as capturing the grittiness of london streets and typical pub life in the welsh country towns stylish  slick  fantastic soundtrack  likable characters and funny storyline   i would recommend freebird in a heartbeat ,1
scarier than any horror movie ever made because you re in controlled of this blood fest which make it more scarier than watching other people doing it on the big screen or on your television screen  this game got two cds which make the game much more entertaining each cd contains a different character with a complete different story line which make the game much more fun  i recommend you to buy this game and the first game too  isn t as good as this game  still fun though     ,0
what a disappointment  piper perabo is adorable  tyra banks is beautiful but pitiful as an actor and the talented and beautiful maria bello is wasted  bello must have been embarrassed by some of the lines  the plot  script and premise is a joke i m not against silly movies  i think that something about mary is a masterpiece  but coyote ugly is a waste of    minutes        ,0
a priest who has abandoned his ministry meets a young man who has just been ordained this movie is about the cruel dilemma between a life dedicated to god and faith and a life of more earthly pleasures  in post war france it is also about the mortal aspect of faith itself this may not be the movie of a lifetime but it is a sin to have allowed it to fall in oblivion  besides  pierre fresnay is sublime ,1
i was flipping through the channels and had to stop and laugh when i came across this movie  it was so clearly about teens in the early   s  and i called my mom  hahaha  turn to channel such and such  the kid totally looks like if dad were a kid  um  yeah  turns out this movie is about my dad   his friends even without it being about loosely based on my dad s childhood  i d say watch this movie  it is just     bizarre to say the least  the apathy instilled in teens even back then  this is a good  human interest  and showcases some strange sides of the psyche ,1
what a stunning episode for this fine series  this is television excellence at its best  the story takes place in      and it s beautifully filmed in black   white  almost a film noir style with its deep shadows and stark images  this is a story about two men who fall in love  but i don t want to spoil this  it is a rare presentation of what homosexuals faced in the     s in america  written by the superb tom pettit  and directed by the great jeannot szwarc  we move through their lives  their love for each other  and their tragedy  taking on such a sensitive issue makes this episode all the more stunning  our emotions are as torn and on edge as the characters  chills ran up my spine at the end when they played bob dylan s gorgeous   ah  but i was so much older then  i m younger than that now   as sung by the byrds  this one goes far past a    and all the way to the stars  beautiful ,1
i really didn t expect much from this film seeing as it has people from parkersburg wv  which is were i live  acting in it  this town is dull and so is this film  there were a few decent scened in the movie but i was distracted by all the crappy landmarks they made a point to show  this movie may have been good if there was actual acting in it but there wasn t any  unless you are from parkersburg and are interested in seeing what you see everyday  then stay away from this movie  the dialog will put you to sleep  the acting will bore you to tears and steven soderberg should lose some credibility after shooting crap like this  its a predictable movie with no surprises  what you see is what you get and that is a    minute tour of parkersburg west virginia and belpre ohio without a narrator ,0
rented this one by mistake thinking it was another film with the same title  and realizing that i had rented it some time before quick plot line  a couple consisting of an artist and photographer rent a studio apartment in los angeles from joe estevez  still cursing the fact his brother martin sheen could actually act  they find a bed in a forgotten room  but the bed is haunted by a nasty looking serial killer from the      s and his last victim  their ghosts inhabit the couple  first enhancing their sex life  but eventually becoming more menacing what ensues is cheap r rated sex scenes  cheaper thrills and kind of a waste of time ,0
all i hear about is how poorly the animation is done  it may not be up to par with what everyone expects  but look at it this way  would you expect perfection in hell  it is my belief that the animation was made dry and gritty on purpose  it was great to see her character transformation in this movie  considering it will probably be as close to live action as we will ever get  i hope for a sequel very soon  if we want live action  i think we may be better off with chastity or purgatori  i don t think lady death would transfer well to film  but be that as it may  it is my own personal belief that all the naysayers about this movie are dead wrong  no pun intended ,1
a low budget may be an excuse for poor acting talent and pathetic looking fake gore  however  it is not an excuse for poor writing  it is a talent to be able to write dialog without making it sound forced and mechanical  the dialog in this movie was on par with most instructional videos shown to fast food staff in training i also understand that one must make a few exceptions when it comes to acting talent when you only have    bucks to spend on it  with that being said  no serious director would have looked at these scenes and said to himself   that was perfect   i see better character acting on canadian television this movie had a paper thin plot  bad acting  poor dialog and holds no intelligent ideas at all  this simply proves to me that some independent films are that way for a reason  if your looking for a quick scare  rent anything else  even the  cable guy  was a scarier film  after watching this film  i think i would have been better off watching a re run on the x files ,0
no  this hilariously horrible    s made for tv horror clinker isn t about a deadly demonically possessed dessert cake  still  this exceptionally awful  yet undeniably amusing and thus enjoyable cathode ray refuse reaches a breathtaking apex of absolute  unremitting silliness and atrociousness that s quite tasty in a so execrable it s downright awesome sort of way  richard crenna  looking haggard and possibly inebriated  and yvette mimieux  who acts as if she never got over the brutal rape she endured in  jackson county jail   sluggishly portray a disgustingly nice and respectable suburbanite couple whose quaint  dull  sleepy small town existence gets ripped asunder when the cute german shepard they take in as the family pet turns out to be some ancient lethal evil spirit  pretty soon mimieux and her two repellently cutesy kids kim richards and ike eisenmann  the psychic alien moppets from the disney  witch mountain  pictures  are worshiping a crude crayon drawing of the nasty  ugly canine entity in the den  boy  now doesn t that sound really scary and disturbing  well  scary and disturbing this laughably ludicrous claptrap sure ain t  but it sure is funny  thanks to curtis   night tide   harrington s hopelessly weak direction  cartoonish  not so  special effects  an almost painfully risible n ridiculous plot  and a game cast that struggles valiantly with the absurd story  besides the leads  both martine beswicke and r g  armstrong briefly pop up as members of a satanic cult and victor jory has a nice cameo as a helpful native american shaman   favorite scene  the malicious mephestophelion mutt puts the whammy on crenna  practically forcing him to stick his hand into a wildly spinning lawnmower blade  while stuck up snobby fright film fans may hold their noses at the perfectly putrid stench of this admittedly smelly schlock  devout tv trash lovers should deem this endearingly abominable offal the boob tube equivalent to alpo ,1
this is a little slow moving for a horror movie  but the quality is better than you might expect for a director s only effort on imdb  the camera work and lighting were both surprisingly good  and the acting   although variable   is better than is often found in indie genre flicks as the lead  robert field is rather stiff  which is especially unfortunate given that his character  claude  is the film s narrator as well as the centre of its action  however  it was the entry of christopher  brandon despain  that i considered the turning point of this film   and not in a good way  a twist is introduced in a clumsy fashion  and slow moving becomes drawn out and overly wordy on the up side  pete barker is consistently entertaining as father william  he s the easy stand out in what is a fairly ordinary offering  while the first half hour caught my interest  i ended up feeling quite disappointed in the way things played out ,0
julia roberts obviously makes a concerted effort to shake off her cotton wool pretty woman persona with this spurious spousal abuse thriller  but it s hard to imagine she d end up putting in a performance as powerful and convincing  and oscar winning  as she did in erin brokovich based on the back of this rubbish  and make no bones about it  it s nothing more than a julia roberts vehicle  but unfortunately  her performance is not the most lacklustre thing about it the plot has all the markings of a late night made for cable  and don t be under the impression that it will offer any insight into the dark world of domestic abuse because non of the characters are sketched out enough for you to really care  ultimately disappointing and unsatisfying  without roberts  name above the title  i m sure it would have totally flopped  deservedly ,0
ed  coincidentally an editor  is hired to cut horror films down to be favorable in europe  where standards are much more rigorous   but he finds the films very mind destroying and starts going a little bit mad  okay   a little bit  might be an understatement let me just say this first of all  best  opening  scene  ever  a man in an office who blows up his head with a grenade  his boss then says    with a straight face     you re fired   the entire film does not keep up this level of intensity  but it certainly tries take the shotgun scenes  the decapitation  the clips from  lost limbs   which my friend jason wishes were a real film   the writer of this film thought up the idea of a woman who gets raped by a beaver and then immediately after gets shot in the face with a bazooka  that is something you won t find in any other movie  at least  i m pretty doubtful you will  this film s biggest flaw is the quality  the picture isn t as crisp as a      film should be  and the sound could be touched up  though it s not bad   i thought i was watching a     s film  although  that gave it a bit of a boost in my mind    the film also had the     s style of writing and directing in it  a sense of fun and giving the audience a little something extra over the top  i do miss those days i wish i had more to say  though at the moment i cannot think of anything strong enough to praise this film  i do think you ought to see this  you ve seen the box in your video store with the ax splitting the head    maybe you ve passed it up a few times  maybe you thought it would be cheesy  pick it up  savor it ,1
in this movie  joe pesci slams dunks a basketball  joe pesci   and being consistent  the rest of the script is equally not believable pesci is a funny guy  which saves this film from sinking int the absolute back of the cellar  but the other roles were pretty bad  the father was a greedy businessman who valued money more than people  which wasn t even well played  instead of the man being an archetypal villain  he seemed more like an amoral android programmed to make money at all costs  then there s the token piece that is assigned to pesci as a girlfriend or something   i don t even remember   she was that forgettable anyone who rates this movie above a   or   is a paid member of some sort of film studio trying to up the reputation of this sunken film  or at least one of those millions of media minions who can t critique efficiently  you know  the people who feel bad if they give anything a mark below    stay away   far away  and shame on comedy central  where i saw this film  they usually pick better ,0
the most worthless film of the decade  the responsible parties should never be allowed to film again  i have no words to describe the lack of entertainment this film provides  you couldn t pay me to watch this film again  quite honestly  i think i would be a better person had i not seen it  if i called it offensive  i would fall into a category of emotionally frail extremists  i would say this film goes so far as to damage the industry  there are films that i refuse to watch  now that i feel they might be this tasteless  i feel like an idiot that i didn t have the good sense to walk out during any one of many moments i was compelled to do so  yes  i saw the end and am ashamed for it  as should anyone else  including the writer  i am in awe   ,0
loved this film  real people  great acting  humour  unpredictable  the characters were believable and you really connected with them  if you re looking for a film about slightly offbeat characters outside the mainstream of society and how they help each other  this would be a good choice ,1
ah  classic comedy  at the point in the movie where brains get messed together  a two minute scene with bruce campbell beating himself up partially  reminds me of how simplistic movies and ideas can grab you and wrap you into a whole movie for years and years  bruce campbell knows what kind of movies we want out of him  we want to see weird movies like bubba ho tep  we want to see cameo roles in sam raimi movies  and we want to see  man with the screaming brain   with the title alone  one knows that it s going to border that completely silly type of movie  like army of darkness  only with more silly and less monsters the idea of the movie is simple  bruce sees doctor  doctor has new idea  bruce gets bad things happen to him on way to see doctor  coincidentally  it s the thing the doctor wanted to show him that saves him  hilarity ensues with the addition of ted raimi as a weird russian guy  and journeyman stacy keach as dr  ivan ivanovich ivanov  it s funny  that does this movie  complete funny  never a point of scary if you like the silly bruce campbell  you ll like this  then again  why would you be watching this if you didn t like bruce campbell ,1
it has started quietly  if your are looking for an action packed movie this is absolutely not the right choice  all characters are slowly depicted on the scene  stroke after stroke on the scene canvas  none can take away his hands to the priest and so the sisters lifespan devotion can only remain into the village  philippa and martina know their destiny  belong only to the village  so when you understand that  you are on the movie scene  in the village that becomes the whole known world in that time  when  no technology can let you imagine anything else than the campaign  the village  the sea  you feel the rhythm of that ancient village s life  watching the movie in a cold snowy late afternoon can cause you to approach this evening dinner with some sumptuous expectations    the final sentence that give a title to babette s sacrifice far from paris  an artist is never poor superb photography  many situations depict portraits and landscapes as they were styled on canvas there  in jutland  in   th century ,1
now  i haven t read the original short story to know all the literary points that went wrong here  so i m not going to go down that path here but i have some time ago learnt that stephen king movies simply  are not  horror films  with perhaps a couple of exceptions  this was not one of them  it started well enough  and for once i m not going to complain about the acting  although fred gwynne was as usual wonderful   also i will forgive the total lack of parenting skills  as they were necessary to make the story here move forward   but there was one consistent point that i couldn t help but get annoyed with  and that came pretty close to the end of the movie  and at least   characters partook in the activity of dumb stupidity  the moments i refer to are thus  there is a tiny zombie running around the house  you suspect it is under the bed  do you  a  get as close to the bed as you can before blindly raising the duvet cover up  exposing pretty much your whole body to whatever damage such a teeny undead cannibal might inflict on you  or  b  move a little away from the bed so you can peer under the completely open end from a position of slightly increased safety  or at least see the mini terror coming at you  giving you a little reaction time i know  let s go with  a   i feel like offering myself up for the slaughter today  blehfun enough film though    just not very scary ,0
german nut case j rg buttgereit apparently has fans   but i don t know why  and i m definitely not one of them  the only buttgereit film i d seen previously was nekromantik and i hated every minute of it  but   shockingly   this film is worse  der todesking is pointless in the same way as nekromantik  but it s a worse film because it s boring in a way that few movies have ever managed  it s not far off the blair witch project  seriously   some people say that this film is  sick  and  shocking   but it really isn t  the director may have been making a point about death  but only he knows what it is  how anyone could watch this film and be anything other than bored with it is completely beyond me  the film revolves around the theme of suicide  and follows the deaths of seven different people over the course of a week  yes  that means we have a pointless and boring episode for monday  a pointless and boring episode for tuesday  a pointless and boring episode for wednesday etc etc  this film manages to be even more boring than my average week  der todesking is apparently an  art  film  although this would appear to be a reference to the way that not very much makes sense rather than a reference to the film bearing any resemblance to  art   each segment of the film is meant to tell a separate story   but it doesn t  we just get a quick little sketch on suicide  and it only makes you wonder what the point is  the film feels like it should be deep  but there s a great big void where the intelligence should be and nothing there to fill it  buttgereit uses a few evocative images  but i m unlikely to remember any of them for more than a week or so because this film just isn t that memorable  there s a shot involving a decomposing man s body that features fairly often  but that gets old pretty quick and all you re left with is the rest of the film  which is unfortunate  if i were to struggle for good things to say about this crap  all i can think of is this  the title sounds cool  as i mentioned  nekromantik is the only other film i ve seen from this amateur director  i have copies of schramm and nekromantik    and now i m really in no rush to watch either  der todesking is a dull film with no point and anyone that calls it  art  is very much mistaken  give it a miss ,0
samuel fuller s pickup on south street is anomalous  a  red scare  movie devoid of hysteria  in which the communist threat is nothing more than the mcguffin that ignites the plot  pickpocket richard widmark relieves loose woman jean peters of her wallet containing a strip of microfilm  unbeknownst to either of them  it harbors secrets vital to the cold war  peters  as it happens  was under surveillance by fbi agents who are as nonplussed by the theft as the man who s running her  cowardly comsymp richard kiley  in trying to retrieve the precious film  both sides enlist the help of thelma ritter  a streetwise old jane who s always on the earie and willing to sell what she hears fuller draws from an opulent palette of tempos and tonalities in telling the story  which becomes a race against the clock of escalating brutality  from the subways to the waterfront  his midsummer manhattan takes on a sweaty sheen that s almost pungent  the love scenes between peters and widmark become an unstable mixture of the tumultuous and the tender  and they re scored to  again   a song introduced by ida lupino in road house  also starring widmark  the pace slackens for ritter s beautifully written and played death scene    among the most poignant vignettes in all noir  and a kind of mirage oasis in a film parched of sentimentality  this is writer director fuller s only work in the strictest confines of the noir cycle  his later explorations of american pathology  the crimson kimono  the naked kiss  underworld u s a   never resulted in a synthesis as satisfying as pickup on south street ,1
this short movie intends to focus on one issue sociologically known as cultured shock  the film presents the condition of average romanian in democratic romania who finds out that the life and the problems are not different from communist period  and if you want something  you must bribe around to get it so  our main character is fired after a long while  he is around    and needs to get a similar job  but the only job available is one inferior  he is forced to take it because the lack of money my opinion is that you have to live in romania so that this movie can be as real and tragic as it seems ,1
do not see this film  in most cases  such as that of ju on and the grudge  the japanese film are infinitely better than the american remake  however  this movie was terrible  the ghosts  much like a trick or treater dressed as a sheet ghost moan and wheeze in an attempt to be scary in the absence of good makeup or special effects and the acting is just horrible  the story itself is inconsistent and confusing  not everything is explained leaving the film to go from bad to worse  do not waste your time with this movie  it s not worth it and i am sure that there are more entertaining things to do   like watching paint dry ,0
